d_spkt_welch_density__coeff_8,"d_fft_coefficient__attr_""real""__coeff_6","d_fft_coefficient__attr_""real""__coeff_15","d_fft_coefficient__attr_""real""__coeff_18","d_fft_coefficient__attr_""real""__coeff_25","d_fft_coefficient__attr_""real""__coeff_32","d_fft_coefficient__attr_""real""__coeff_38","d_fft_coefficient__attr_""imag""__coeff_12","d_fft_coefficient__attr_""imag""__coeff_27","d_fft_coefficient__attr_""imag""__coeff_30","d_fft_coefficient__attr_""abs""__coeff_1","d_fft_coefficient__attr_""abs""__coeff_13","d_fft_coefficient__attr_""abs""__coeff_45",d_value_count__value_0,d_number_crossing_m__m_0,class
-0.4645613569303683,1.7137291234389949,2.294401942657374,-0.09083175339698306,0.07600555293066943,0.6886950539302197,0.46582637824195905,1.0162190496883015,-0.6097739970436252,-0.24083084396728488,2.066136685382816,0.16084189531808182,-0.10424559345950228,0.6308476606137078,-0.3839514870891707,1.0
-0.1734428875967795,2.2735729628294337,0.319178559089888,-1.1546173396638677,1.547498401317551,0.11091322525967134,1.0379737449808955,-1.0207547761272298,0.3122020927321451,0.21530079393494128,1.511786644792269,-1.0866904942507478,0.8196002216265376,0.33198949770774977,-0.7568158628123013,1.0
1.2737993082372732,1.8566526530457879,-1.058199676883427,-0.24045101359721635,0.24555009433699942,-0.6723826456038924,-2.4512646046073017,2.212184735982209,-1.1277515987041629,-0.2935030941929008,2.066136685382816,1.821970514770108,1.640221962453585,0.6308476606137078,-0.11761979014407736,1.0
2.2595820347306277,-1.1630195457488033,-1.9588682147264267,-1.1071794872571954,-0.21050752715835644,-0.15576598053915955,-0.1415784852084763,0.13808101316496463,-2.7002856500565047,-1.928375445719506,2.066136685382816,1.0296374002158648,2.318215687193471,0.6308476606137078,-1.0764138991464134,1.0
2.2595820347306277,-0.6147640701435014,1.362632053802704,0.814125048978243,0.8147268075866082,1.452188193312478,0.373495186534849,-0.09443627063428243,0.6427043734103145,0.5357890281186196,0.26347376638380604,0.01645466500669594,-0.29161980707506113,0.33198949770774977,-0.3839514870891707,1.0
0.0322589565689029,0.1186757554127721,1.3141325378600586,0.9299058607778015,-1.194747506990879,-0.22655361306923624,2.114206133107424,1.5102786547556166,-0.7855124473415458,-0.11986824924944642,1.3172581008800166,0.06573271129245659,0.6853511659805186,0.4814185791607288,0.5748426219131653,0.0
-0.061952199849431754,0.22485926517073448,0.25800021823201896,0.20659835732526602,0.17077145615306108,-0.3200580680120514,0.30712713262581687,-0.34624291653097466,1.4864756315137555,0.6349509585876961,2.066136685382816,-0.3058095902979183,-0.47793311477535644,0.6308476606137078,-0.330685147700152,1.0
-0.7072261343092889,-1.5878235856530154,-1.6278234159303753,-0.270701022986299,0.5805468251854877,1.4913675810240257,-0.15459856268411523,-0.13597710825894677,0.2847050467733503,-1.1785152233679639,1.0606813094201801,-0.11000741147850696,1.3847756154266957,0.6308476606137078,0.41504360374610927,0.0
2.2595820347306277,-1.4326158224950278,1.5717117725800709,-0.4077053802590909,-0.10950592907001834,0.43353354180714165,0.42596074251983485,-0.6565452171269001,0.9770942391482584,-0.3276281194509399,2.066136685382816,-0.43989871148634996,-0.4156534359065152,0.6308476606137078,-0.5970168446452453,1.0
2.2595820347306277,2.395020149335987,-2.2114645421672257,1.8970673649688006,0.37993556943403134,-0.2709783030690362,1.5717861008712857,1.1815445443598638,2.706173015175791,1.9192076040483104,2.066136685382816,2.1795349638215433,1.2510753451707985,0.6308476606137078,-0.650283184034264,1.0
2.2595820347306277,-0.261373797412622,0.3110952449038896,-0.4284361594663482,-2.4113676953813776,-1.7897880385598313,2.420365140961018,-2.597296396747308,-0.8981221129870121,2.028854527691734,2.066136685382816,2.1795349638215433,2.15159982286423,0.6308476606137078,-1.2362129173134693,1.0
1.9029073803080463,-0.41136839015459786,-1.0228835790190758,1.383104543388719,2.017731864481191,-1.046044681171962,-0.5015823300025422,-0.8308134448080611,1.1652053224205057,0.5617119304227178,2.066136685382816,2.1795349638215433,2.318215687193471,0.6308476606137078,-0.969881220368376,1.0
2.2595820347306277,1.1813531896183078,1.241977566711872,-1.5122891342854992,-0.5813228673322743,-0.898431040081767,-2.3976674334236465,-1.8573150381540953,0.20529894661904236,-1.876690028065681,2.066136685382816,-0.02794758273591467,-0.3269621388445796,0.6308476606137078,-0.650283184034264,1.0
1.5425145775958324,1.6708578865887658,-0.45807205702382886,1.8725561815800638,-2.146184258392769,-0.8165496572685337,1.8544909386797053,0.6135870627410693,-0.9101011274601475,1.7158851846196383,2.066136685382816,2.1795349638215433,-0.9989798060530176,0.6308476606137078,-0.8633485415903387,1.0
0.015007425933698887,-0.48473746745217383,1.2738390165653506,0.18649365227958759,0.3646487545787247,0.6324599658591225,-1.564265813928545,-0.2504175179523259,-0.8095511716355086,-0.6424648306615448,0.0353792762653157,0.6750113648777977,-2.0074506764838627,-1.984161264813425,-2.3015397050938424,1.0
2.1687949535878976,2.395020149335987,0.7045819279434854,2.7841921190236705,-1.026711339051532,-0.6013103590718117,1.7075079510032043,2.0741558879009485,-1.0444810355263159,0.3572411484831388,2.066136685382816,-0.474033164456981,2.318215687193471,0.6308476606137078,-0.8633485415903387,1.0
1.9962220833296198,2.055368089254738,2.6726861443770518,0.598582443128145,0.5485076257972977,-2.75386669246615,-0.5751687950283012,-0.9733751337596134,-2.7002856500565047,-1.3829737414152057,2.066136685382816,2.1795349638215433,-0.34715029665162755,0.6308476606137078,-0.81008220220132,1.0
0.6956405592558785,-1.0295754456599684,-0.28514777270270364,0.602334616941931,-1.6180677908805456,1.2440051594953216,-2.4512646046073017,-1.1539932661209835,-1.4882115688519673,0.776766785315192,1.7509091526531617,1.0370139791080633,-0.8744378045742028,0.4814185791607288,0.36177726435709057,1.0
-0.021127348705176338,-0.0044997302559405886,1.752693463469383,0.2710387702407255,0.5672012487040131,0.4801503751433473,0.045814386013239186,0.23806129863362632,-0.056650952290390605,-0.7301743131811873,0.7182335830995208,-0.8745900832595747,-1.031988785663105,-1.984161264813425,-1.4492782748695439,1.0
-0.57963191017205,0.46008007381465965,0.039322066101993555,1.0577772191237211,0.1001701225388507,0.70571675045728,0.8471217916929553,0.1449329253108578,-1.2409597524572855,0.4033641834741962,0.714031890520949,-0.20991034746436613,-0.22524835426460893,0.6308476606137078,-1.0764138991464134,1.0
